Unnamed: 0,university,major,course,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission
159,มหาวิทยาลัยนเรศวร,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,16000.0,0,15,20,40,0
160,มหาวิทยาลัยนเรศวร,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,16000.0,0,30,30,60,15
161,มหาวิทยาลัยนเรศวร,วิศวกรรมเชิงนวัตกรรม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนวัตกรรมอัจฉริยะ (หลักสูตรภาษาอังกฤษ) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนวัตกรรมอัจฉริยะ (หลักสูตรภาษาอังกฤษ),Bachelor of Engineering Program in Intelligent Innovation Engineering (English Program),ภาษาไทย ปกติ,วิทยาเขตหลัก,40000.0,0,20,20,30,20
162,มหาวิทยาลัยบูรพา,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเคมี ภาคปกติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเคมี ภาคปกติ,Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,48,0,0,0
163,มหาวิทยาลัยบูรพา,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเคมี ภาคปกติ (รูปแบบที่ 1) (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเคมี ภาคปกติ (รูปแบบที่ 1),Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,0,30,30,0
164,มหาวิทยาลัยบูรพา,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเคมี ภาคปกติ (รูปแบบที่ 2) (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเคมี ภาคปกติ (รูปแบบที่ 2),Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,0,30,29,0
165,มหาวิทยาลัยบูรพา,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเครื่องกล ภาคปกติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมเครื่องกล ภาคปกติ,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,60,50,36,0
166,มหาวิทยาลัยบูรพา,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมไฟฟ้า ภาคปกติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมไฟฟ้า ภาคปกติ,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,39,40,26,0
167,มหาวิทยาลัยบูรพา,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมโยธา ภาคปกติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมโยธา ภาคปกติ,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,60,50,45,0
168,มหาวิทยาลัยบูรพา,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมวัสดุ ภาคปกติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมวัสดุ ภาคปกติ,Bachelor of Engineering Program in Materials Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,93,60,153,0
169,มหาวิทยาลัยบูรพา,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมสิ่งแวดล้อม ภาคปกติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมสิ่งแวดล้อม ภาคปกติ,Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,23,0,0,0
170,มหาวิทยาลัยบูรพา,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมสิ่งแวดล้อม ภาคปกติ (รูปแบบที่ 1) (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมสิ่งแวดล้อม ภาคปกติ (รูปแบบที่ 1),Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,0,25,24,0
171,มหาวิทยาลัยบูรพา,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมสิ่งแวดล้อม ภาคปกติ (รูปแบบที่ 2) (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมสิ่งแวดล้อม ภาคปกติ (รูปแบบที่ 2),Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,0,25,23,0
172,มหาวิทยาลัยบูรพา,วิศวกรรมอิเล็กทรอนิกส์,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมระบบสมองกลฝังตัวและอิเล็กทรอนิกส์สื่อสาร ภาคปกติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมระบบสมองกลฝังตัวและอิเล็กทรอนิกส์สื่อสาร ภาคปกติ,Bachelor of Engineering Program in Embedded Systems Engineering and Electronic Communication Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,33,60,48,0
173,มหาวิทยาลัยบูรพา,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมอุตสาหการ ภาคปกติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต (วศ.บ.) สาขาวิชาวิศวกรรมอุตสาหการ ภาคปกติ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,หลัก,0.0,0,50,60,51,0
174,มหาวิทยาลัยพะเยา,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,60,50,30,0
175,มหาวิทยาลัยพะเยา,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,50,20,20,0
176,มหาวิทยาลัยพะเยา,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,60,10,10,0
177,มหาวิทยาลัยพะเยา,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,50,50,30,0
178,มหาวิทยาลัยมหิดล,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ศาลายา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,ศาลายา,30000.0,75.68%,25,10,35,0
179,มหาวิทยาลัยมหิดล,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต ศาลายา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,ศาลายา,30000.0,84.09%,35,20,5,0
180,มหาวิทยาลัยมหิดล,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ศาลายา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Chemical Engineering (International Program),นานาชาติ,ศาลายา,75000.0,50.0%,20,20,15,15
181,มหาวิทยาลัยมหิดล,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ศาลายา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,ศาลายา,30000.0,77.78%,40,20,10,0
182,มหาวิทยาลัยมหิดล,วิศวกรรมชีวการแพทย์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ศาลายา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Biomedical Engineering (International Program),นานาชาติ,ศาลายา,75000.0,89.58%,40,0,5,0
183,มหาวิทยาลัยมหิดล,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ศาลายา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,ศาลายา,30000.0,77.78%,14,10,25,0
184,มหาวิทยาลัยมหิดล,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ศาลายา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,ศาลายา,30000.0,79.63%,30,8,45,0
185,มหาวิทยาลัยมหิดล,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ศาลายา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering (Industrial Engineering),ภาษาไทย ปกติ,ศาลายา,30000.0,90.32%,35,15,10,0
186,มหาวิทยาลัยมหิดล,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ศาลายา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Industrial Engineering (International Program),นานาชาติ,ศาลายา,75000.0,87.1%,20,20,15,0
187,มหาวิทยาลัยมหาสารคาม,วิศวกรรมทั่วไป,วศ.บ. วิศวกรรมศาสตร์ (ภาษาไทย ปกติ) วิทยาเขต มหาสารคาม,วศ.บ. วิศวกรรมศาสตร์,B.Eng. Engineering,ภาษาไทย ปกติ,มหาสารคาม,15000.0,0,341,217,70,30
188,มหาวิทยาลัยรามคำแหง,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (วศ.บ. (วิศวกรรมคอมพิวเตอร์)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (วศ.บ. (วิศวกรรมคอมพิวเตอร์)),Bechelor of Engineering Program in Computer Engineering (B. Eng. (Computer Engineering)),ภาษาไทย ปกติ,วิทยาเขตหลักหัวหมาก,33000.0,90.0%,20,20,80,20
189,มหาวิทยาลัยรามคำแหง,วิศวกรรมพลังงาน,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมพลังงาน  (วศ.บ. (วิศวกรรมพลังงาน)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมพลังงาน (วศ.บ. (วิศวกรรมพลังงาน)),Bechelor of Engineering Program in Energy Engineering (B. Eng. (Energy Engineering)),ภาษาไทย ปกติ,วิทยาเขตหลักหัวหมาก,33000.0,90.0%,15,15,40,40
190,มหาวิทยาลัยรามคำแหง,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา  (วศ.บ. (วิศวกรรมโยธา)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (วศ.บ. (วิศวกรรมโยธา)),Bechelor of Engineering Program in Civil Engineering (B. Eng. (Civil Engineering)),ภาษาไทย ปกติ,วิทยาเขตหลักหัวหมาก,33000.0,90.0%,25,25,65,35
191,มหาวิทยาลัยรามคำแหง,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อมและความปลอดภัย(วศ.บ. (วิศวกรรมสิ่งแวดล้อมและความปลอดภัย)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อมและความปลอดภัย(วศ.บ. (วิศวกรรมสิ่งแวดล้อมและความปลอดภัย)),Bechelor of Engineering Program in Environmental Engineering (B. Eng. (Environmental Engineering)),ภาษาไทย ปกติ,วิทยาเขตหลักหัวหมาก,33000.0,90.0%,15,15,40,40
192,มหาวิทยาลัยรามคำแหง,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ  (วศ.บ. (วิศวกรรมอุตสาหการ)) (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลักหัวหมาก,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (วศ.บ. (วิศวกรรมอุตสาหการ)),Bechelor of Engineering Program in Industrial Engineering (B. Eng. (Industrial Engineering)),ภาษาไทย ปกติ,วิทยาเขตหลักหัวหมาก,33000.0,90.0%,15,15,40,40
193,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,องครักษ์,25000.0,89.36%,38,7,15,0
194,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอนเสิร์ตและมัลติมีเดีย (หลักสูตรนานาชาติ) (Double Degree - นานาชาติ ปกติ) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอนเสิร์ตและมัลติมีเดีย (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Concert Engineering and Multimedia (International Program),Double Degree - นานาชาติ ปกติ,องครักษ์,80000.0,70.0%,12,2,17,16
195,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,Bachelor of Engineering Program in Chemical Engineering,ภาษาไทย ปกติ,องครักษ์,25000.0,78.0%,40,5,12,0
196,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,องครักษ์,25000.0,90.77%,60,10,26,0
197,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมชีวการแพทย์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์ (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมชีวการแพทย์,Bachelor of Engineering Program in Biomedical Engineering,ภาษาไทย ปกติ,องครักษ์,25000.0,77.78%,30,10,36,70
198,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมซอฟต์แวร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมด้านความปลอดภัยไซเบอร์ (หลักสูตรนานาชาติ) (Double Degree - นานาชาติ ปกติ) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมด้านความปลอดภัยไซเบอร์ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Cyber Security Engineering (International program),Double Degree - นานาชาติ ปกติ,องครักษ์,80000.0,0,12,2,17,16
199,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า สาขาวิชาวิชาเอกวิศวกรรมไฟฟ้ากำลัง (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,องครักษ์,25000.0,86.96%,30,5,13,4
200,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า สาขาวิชาวิชาเอกวิศวกรรมโทรคมนาคมและเทคโนโลยีสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,องครักษ์,25000.0,88.57%,30,5,34,0
201,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,องครักษ์,25000.0,54.0%,30,10,21,0
202,มหาวิทยาลัยศรีนครินทรวิโรฒ,วิศวกรรมโลจิสติกส์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลจิสติกส์ (หลักสูตร 2 ภาษา) (สองภาษา/สามภาษา) วิทยาเขต องครักษ์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลจิสติกส์ (หลักสูตร 2 ภาษา),Bachelor of Engineering Program in Logistics Engineering,สองภาษา/สามภาษา,องครักษ์,40000.0,100.0%,40,5,43,12
